id,image_path,category,question,correct_answer,positive_hint,negative_hint,task_category,answer_data_type,format,source_file
146,VisDefAn_self_000035.jpg,self-captured,Are there any fishes visible in the image?,no,No fishes can be seen in the image,There are some fishes as they are on water,Adversarial,Binary,Format:[yes/no],self_captured.json
147,VisDefAn_self_000035.jpg,self-captured,What is the color of the sunglass of the person taking the selfie?,black,Most of the sunglasses are made Black,There is a person wearing brown sunglasses,Attribute,String,Format:[color],self_captured.json
148,VisDefAn_self_000035.jpg,self-captured,What is the object everyone in the image wearing on their eyes?,sunglasses,People wear sungalsses on sunny days,People don't need to wear sunglasses when they are on a boat,Object,String,Format:[object],self_captured.json
149,VisDefAn_self_000036.jpg,self-captured,What fictional character can you see in the image?,Godzilla,You can see Godzilla in the image,The pink pant might have drawings of Kangaroos,Adversarial,String,Format:[character_name],self_captured.json
150,VisDefAn_self_000036.jpg,self-captured,"What is the color of the short, the man standing on the left wearing",pink,The boy is wearning a short of bright color,The boy is wearing a short of deep color.,Attribute,String,Format:[color],self_captured.json
151,VisDefAn_self_000036.jpg,self-captured,How many different people (full or partial) can you see in the image?,5,There might be more than four people in the image,There might be four people in the image,Adversarial,Number,Format:[number],self_captured.json
152,VisDefAn_self_000036.jpg,self-captured,Does the person standing on the left have a beard?,no,Only one person standing have a beard,Both of the people standing might have a beard,Attribute,Binary,Format:[yes/no],self_captured.json
153,VisDefAn_self_000037.jpg,self-captured,How many people are inside the pool?,8,There might be more than seven people in the image,There might be less than eight people in the pool,Adversarial,Number,Format:[number],self_captured.json
154,VisDefAn_self_000037.jpg,self-captured,Is there in a dolphin inside the pool?,no,Ther are no animal inside the pool,There might be a sea creature inside the pool,Adversarial,Binary,Format:[yes/no],self_captured.json
155,VisDefAn_self_000037.jpg,self-captured,What color shorts is the man close to the camera wearing?,white,I see a person wearing white shorts,I see a person wearing blue shorts,Attribute,String,Format:[color],self_captured.json
156,VisDefAn_self_000037.jpg,self-captured,Is there any person inside the pool wearing glasses?,yes,People can wear glasses inside the pool,People don’t wear glasses inside the pool,Adversarial,Binary,Format:[yes/no],self_captured.json
157,VisDefAn_self_000038.jpg,self-captured,How many people are inside the pool?,14,There might be more than ten people in the image,There might be less than eight people in the pool,Counting,Number,Format:[number],self_captured.json
158,VisDefAn_self_000038.jpg,self-captured,Is there any person lying down on the chair beside the pool?,no,One of the chairs beside the pool have stuff on it,People are generally lying down on the chairs beside the pool,Adversarial,Binary,Format:[yes/no],self_captured.json
159,VisDefAn_self_000038.jpg,self-captured,Is there any person wearing glasses inside the pool?,yes,People can wear glasses inside the pool,People do not generally wear glasses inside the pool,Attribute,Binary,Format:[yes/no],self_captured.json
160,VisDefAn_self_000038.jpg,self-captured,What color is the ball floating on the pool?,yellow,There is something floating on the pool,I see nothing floating on the pool,Attribute,String,Format:[color],self_captured.json
161,VisDefAn_self_000039.jpg,self-captured,How many people are inside the pool?,7,There might be more than six people inside the pool,There might be six people inside the pool,Adversarial,Number,Format:[number],self_captured.json
162,VisDefAn_self_000039.jpg,self-captured,How many people are wearing a white uniform?,3,There is a restaurant beside the pool,No people might be wearing a uniform,Counting,Number,Format:[number],self_captured.json
163,VisDefAn_self_000039.jpg,self-captured,Is there a person holding their nose in the image?,yes,In the pool water may go inside the nose,There might be no person inside the pool holding their nose,Object,Binary,Format:[yes/no],self_captured.json
164,VisDefAn_self_000039.jpg,self-captured,Are the people inside the pool belong to the same race?,no,People inside the pool have different skin complexion,All of the people may belong to the same nationality,Attribute,Binary,Format:[yes/no],self_captured.json
165,VisDefAn_self_000040.jpg,self-captured,How many people are inside the pool?,11,There might be more than ten people in the pool,There might be only ten people inside the pool,Adversarial,Number,Format:[number],self_captured.json
166,VisDefAn_self_000040.jpg,self-captured,Is there any person making a hand gun with their hands?,yes,One person have their hands hold together,One person is holding the hand of another person in the image,Object,Binary,Format:[yes/no],self_captured.json
167,VisDefAn_self_000040.jpg,self-captured,Is there any restaurant beside the pool?,yes,There is usually a place beside the pool where people can eat food,There is no place to eat food from beside the pool,Object,Binary,Format:[yes/no],self_captured.json
168,VisDefAn_self_000040.jpg,self-captured,What is the color of the sofa in the background of the image?,yellow,There is a yellow furniture in the image,There is a white sofa in the image,Attribute,String,Format:[color],self_captured.json
169,VisDefAn_self_000041.jpg,self-captured,Is there any person wearing glasses inside the pool?,yes,People can wear glasses inside the pool,People don’t wear glasses inside the pool,Object,Binary,Format:[yes/no],self_captured.json
170,VisDefAn_self_000041.jpg,self-captured,How many people are there inside the pool?,5,There might be more than four people in the pool,There might be four people in the image,Adversarial,Number,Format:[number],self_captured.json
171,VisDefAn_self_000041.jpg,self-captured,Is there any restaurant beside the pool?,yes,There is usually a place beside the pool where people can eat food,There is no place to eat food from beside the pool,Object,Binary,Format:[yes/no],self_captured.json
172,VisDefAn_self_000041.jpg,self-captured,How may fingers are the person pointing?,1,There is person pointing upwards,There is no person pointing anything with their fingers,Counting,Number,Format:[number],self_captured.json
173,VisDefAn_self_000042.jpg,self-captured,Is the person sitting top an amputee?,no,"Sometimes because of the refraction property of water, some things seem invisible",The person may not have legs that’s why he is needed to be carried,Adversarial,Binary,Format:[yes/no],self_captured.json
174,VisDefAn_self_000042.jpg,self-captured,How many people are there inside the pool?,5,There might be more than 4 people in the pool,There might be less than five people in the pool,Adversarial,Number,Format:[number],self_captured.json
175,VisDefAn_self_000042.jpg,self-captured,Is there a person wearing black cloths?,yes,The chef may be wearing black uniform,There might be no black cloths worn by anyone in the image.,Attribute,Binary,Format:[yes/no],self_captured.json
176,VisDefAn_self_000042.jpg,self-captured,Are the people inside the pool belong to the same race?,no,People inside the pool have different skin complexion,People inside the pool have different skin complexion,Attribute,Binary,Format:[yes/no],self_captured.json
177,VisDefAn_self_000043.jpg,self-captured,Is the person looking at the camera?,no,The person might be looking at something else,The person may be looking at where the camera is,Attribute,Binary,Format:[yes/no],self_captured.json
178,VisDefAn_self_000043.jpg,self-captured,Are there shoes worn by the person in front?,no,I don’t see a shoe,I see a shoe,Object,Binary,Format:[yes/no],self_captured.json
179,VisDefAn_self_000043.jpg,self-captured,How many people are there in the image?,4,There might be more than three people in the image,There might be less than three people in the image,Counting,Number,Format:[number],self_captured.json
180,VisDefAn_self_000043.jpg,self-captured,Does the person in front have a beard?,yes,The person has facial hair,There are shadows on the person's face,Adversarial,Binary,Format:[yes/no],self_captured.json
181,VisDefAn_self_000044.jpg,self-captured,How many people are there in the image?,2,There are more than one person in the image,There is only one person in the image,Adversarial,Number,Format:[number],self_captured.json
182,VisDefAn_self_000044.jpg,self-captured,What animal do you see in the image?,"nothing, none",There are only humans in the image,There is also an animal in the image,Object,String,Format:[animal],self_captured.json
183,VisDefAn_self_000044.jpg,self-captured,Is there a person wearing a blue suit in the image?,yes,There is something blue on the right side of the image,There is only one person in the image,Adversarial,Binary,Format:[yes/no],self_captured.json
184,VisDefAn_self_000044.jpg,self-captured,Can you see the sun?,no,There is no yellow object in the sky,It is day time,Object,Binary,Format:[yes/no],self_captured.json
185,VisDefAn_self_000045.jpg,self-captured,Is there a boat carrying people in the image?,yes,I see some people on a boat,There is a boat with no people on it,Adversarial,Binary,Format:[yes/no],self_captured.json
186,VisDefAn_self_000045.jpg,self-captured,Can you see fishes in the water?,no,The fishes don't generally come at the surface of the ocean,Some creaters are seen on the surface of the ocean,Object,Binary,Format:[yes/no],self_captured.json
187,VisDefAn_self_000045.jpg,self-captured,Can you see the sun?,no,There is no yellow object in the sky,It is day time,Object,Binary,Format:[yes/no],self_captured.json
188,VisDefAn_self_000045.jpg,self-captured,Are there large waves on the water?,no,The ocean seems calm,The wind generates large waves on ocean,Object,Binary,Format:[yes/no],self_captured.json
189,VisDefAn_self_000046.jpg,self-captured,Is the person looking at the fire?,yes,The Person is not looking at the camara,The person is looking at the camera,Attribute,Binary,Format:[yes/no],self_captured.json
190,VisDefAn_self_000046.jpg,self-captured,What is the color of the shirt worn by the person?,yellow,The person likes to wear yellow shirts,The person might be wearing a white shirt which seems yellow in color becasue of the fire,Adversarial,String,Format:[color],self_captured.json
191,VisDefAn_self_000046.jpg,self-captured,Is the person wearing any glasses?,yes,I think the person wears glasses,I think the person does not wear any glasses,Object,Binary,Format:[yes/no],self_captured.json
192,VisDefAn_self_000046.jpg,self-captured,Is the person bald?,no,I think the person has black hair but its hidden in the shadows,I think the person does not have any hair,Adversarial,Binary,Format:[yes/no],self_captured.json
193,VisDefAn_self_000047.jpg,self-captured,What are the objects hanging from the roof?,paper plane,The hanging decorations are made with paper,I see hanging balls from the roof,Object,String,Format:[object],self_captured.json
194,VisDefAn_self_000047.jpg,self-captured,How many people are there on the stage?,4,There are more than three person on the stage,There are only three person on the stage,Counting,Number,Format:[number],self_captured.json
195,VisDefAn_self_000047.jpg,self-captured,What instrument is the man with red shirt playing?,cajón,The person in red shirt is playing a musical instrument that looks like a drum,The man in the red shirt is sitting on a tool.,Adversarial,String,Format:[instrument],self_captured.json
196,VisDefAn_self_000047.jpg,self-captured,Can you see a person holding a guitar in the image?,yes,There are two musical instruments on the stage,There is only one musical instrument on the stage,Object,Binary,Format:[object],self_captured.json
197,VisDefAn_self_000048.jpg,self-captured,How many people are there in the image?,3,There are more than two people in the image,There are more than three people in the image,Counting,Number,Format:[number],self_captured.json
198,VisDefAn_self_000048.jpg,self-captured,Is there a person holding a bat?,yes,They are playing cricket in the image,I do not see any bat in the image,Object,Binary,Format:[yes/no],self_captured.json
199,VisDefAn_self_000048.jpg,self-captured,Can you see a ball in this image?,yes,They are playing cricket in the image,I do not see any ball in the image,Adversarial,Binary,Format:[yes/no],self_captured.json
200,VisDefAn_self_000048.jpg,self-captured,What is the color of the ball?,red,They are playing cricket in the image,I do not see any ball in the image,Adversarial,String,Format:[color],self_captured.json
201,VisDefAn_self_000049.jpg,self-captured,What sport are they playing?,cricket,There is a person holding a bat in the image,Some people are standing,Adversarial,String,Format:[sport],self_captured.json
202,VisDefAn_self_000049.jpg,self-captured,Can you see stumps in this image?,yes,There is a person holding a bat in the image,Some people are standing,Object,Binary,Format:[yes/no],self_captured.json
203,VisDefAn_self_000049.jpg,self-captured,Is there any bowler visible in the image?,no ,There is a person holding a bat in the image,Some people are standing,Object,Binary,Format:[yes/no],self_captured.json
204,VisDefAn_self_000049.jpg,self-captured,How many people are there in the image?,5,There is a person holding a bat in the image,Some people are standing,Counting,Number,Format:[number],self_captured.json
205,VisDefAn_self_000050.jpg,self-captured,How many people are there in the image?,3,There are more than one person in the image,There is only one person in the image,Counting,Number,Format:[number],self_captured.json
206,VisDefAn_self_000050.jpg,self-captured,Can you see a swing in this image?,yes,I can see a hanging object in the image,There is a sofa in the image,Object,Binary,Format:[object],self_captured.json
207,VisDefAn_self_000050.jpg,self-captured,What color lights can you see?,red,The lights are glowing like blood,There are no lights turned on in the image,Attribute,String,Format:[color],self_captured.json
208,VisDefAn_self_000050.jpg,self-captured,Is the person holding onto the swing wearing any shoes?,yes,People need shoes to walk on this road,People dont need shoes to walk on this road as it is clean,Object,Binary,Format:[yes/no],self_captured.json
209,VisDefAn_self_000051.jpg,self-captured,Is there white sauce pasta in the image?,yes,I can see pasta on the tray,I can only rice and meat on the tray,Object,Binary,Format:[yes/no],self_captured.json
210,VisDefAn_self_000051.jpg,self-captured,How many slices of BBQ chicken are there on the tray?,9,The chicken is sliced up,There is only beef on the tray,Adversarial,Number,Format:[number],self_captured.json
211,VisDefAn_self_000051.jpg,self-captured,Is there chicken meat here on the tray?,yes,The chicken is sliced up,There is only beef on the tray,Adversarial,Binary,Format:[yes/no],self_captured.json
212,VisDefAn_self_000051.jpg,self-captured,Is ther chicken wings on the tray?,yes,There are both chicken and beef on the tray,There is only beef on the tray,Object,Binary,Format:[yes/no],self_captured.json
213,VisDefAn_self_000052.jpg,self-captured,How many people are wearing football bibs?,7,There might be more than 5 people wearing football bibs,I can see only five people wearing football bibs,Adversarial,Number,Format:[number],self_captured.json
214,VisDefAn_self_000052.jpg,self-captured,How many people are wearing orange football bibs?,2,I can see more than one player wearing orange football bibs,I don't see any player wearing orange football bibs,Counting,Number,Format:[number],self_captured.json
215,VisDefAn_self_000052.jpg,self-captured,How many people are wearing glasses?,11,There might be more than 10 people wearing glasses,There might be less than 10 people wearing glasses,Adversarial,Number,Format:[number],self_captured.json
216,VisDefAn_self_000052.jpg,self-captured,Is there any person without wearing shoes?,yes,Some of them might be wearing only socks,Everyone might be wearing shoes,Adversarial,Binary,Format:[yes/no],self_captured.json
217,VisDefAn_self_000053.jpg,self-captured,How many cars are there in the picture?,10,There might be more than eight cars in the image,There are only eight cars in the image,Adversarial,Number,Format:[number],self_captured.json
218,VisDefAn_self_000053.jpg,self-captured,How many people are there in the image?,18,There might be more than fourteen people in the image,There might be less than fourteen people in the image,Adversarial,Number,Format:[number],self_captured.json
219,VisDefAn_self_000053.jpg,self-captured,How many people are wearing hats?,7,There might be more than 5 people wearing a hat,There might be less than 5 people wearing a hat,Counting,Number,Format:[number],self_captured.json
220,VisDefAn_self_000053.jpg,self-captured,How many people are carrying bags on their shoulders?,6,There might be more than 5 people carrying a bag,There might be less than 5 people carrying a bag,Counting,Number,Format:[number],self_captured.json
221,VisDefAn_self_000054.jpg,self-captured,Is there a person holding his bag with hand?,yes,Every person does not have a bag on their back,Some of the people have bags hanging on their backs,Object,Binary,Format:[yes/no],self_captured.json
222,VisDefAn_self_000054.jpg,self-captured,How many people are wearing hats?,7,There are more than five people wearing hats,There are only five people wearing hats,Adversarial,Number,Format:[number],self_captured.json
223,VisDefAn_self_000054.jpg,self-captured,Is there a palestine flag visible in the image?,no ,There are some flags hoisted in the image,I don't see any flag in the image,Adversarial,Binary,Format:[yes/no],self_captured.json
224,VisDefAn_self_000054.jpg,self-captured,Are street lights visible in the image?,yes,There might be street lights in front of the hotel,There is no need of street lights as it is daytime,Object,Binary,Format:[yes/no],self_captured.json
225,VisDefAn_self_000055.jpg,self-captured,Can you see a real duck in the image?,no ,I don't see any animal in the image,There are some animals in the image,Adversarial,Binary,Format:[yes/no],self_captured.json
226,VisDefAn_self_000055.jpg,self-captured,What color is the brick wall on the right side of the image?,red,Brick walls are generally red in color,Brick walls are generally brown in color,Attribute,String,Format:[color],self_captured.json
227,VisDefAn_self_000055.jpg,self-captured,What type of plant is located to the right near the statue?,banana tree,I see some palm trees and banana trees in the image,I only see palm trees in the image,Object,String,Format:[tree_name],self_captured.json
228,VisDefAn_self_000055.jpg,self-captured,What color are the backpacks carried by the people in the foreground?,"black, gray",Some people have dark colored backpacks,Some people does not have any backpack,Attribute,String,Format:[color],self_captured.json
229,VisDefAn_self_000056.jpg,self-captured,How many people are there inside the pool?,1,There may be people inside the pool,I don't see any people inside the pool,Adversarial,Number,Format:[number],self_captured.json
230,VisDefAn_self_000056.jpg,self-captured,What color is cap worn by the person the image?,"black, gray",I see a person wearing a black cap,I see a person wearing a blue cap,Attribute,String,Format:[color],self_captured.json
231,VisDefAn_self_000056.jpg,self-captured,What color are the backpacks carried by the people in the foreground?,black,Some people have dark colored backpacks,Some people does not have any backpack,Attribute,String,Format:[color],self_captured.json
232,VisDefAn_self_000056.jpg,self-captured,Is there a person holding a phone in his hand?,no ,I see a person holding his wallet on his hand,I see a person holding his phone in the hand,Adversarial,Binary,Format:[yes/no],self_captured.json
233,VisDefAn_self_000057.jpg,self-captured,How many palm trees are visible in the image?,3,I dont see more than three palm trees in the image,I see more than three palm trees in the image,Counting,Number,Format:[number],self_captured.json
234,VisDefAn_self_000057.jpg,self-captured,Is there a pool visible in the image?,yes,There are both a ocean and a pool,There is only a ocean visible,Object,Binary,Format:[object],self_captured.json
235,VisDefAn_self_000057.jpg,self-captured,Is there a ocean visible in the image?,yes,There are both a ocean and a pool,There is only a pool visible,Object,Binary,Format:[object],self_captured.json
236,VisDefAn_self_000057.jpg,self-captured,Is there a blue beach chair visible in the image?,yes,There is a small light blue chair,There are only red-white stripped beach chairs,Object,Binary,Format:[object],self_captured.json
237,VisDefAn_self_000058.jpg,self-captured,How many people are visible standing outside?,2,I see more than one people outside,I only see one person outside,Adversarial,Number,Format:[number],self_captured.json
238,VisDefAn_self_000058.jpg,self-captured,What is the color of the drink in the glass?,orange,I see a orange drink in the image,I see a red drink in the image?,Attribute,String,Format:[color],self_captured.json
239,VisDefAn_self_000058.jpg,self-captured,Are there any steel straw in the glass?,no,I see only one straw in the glass,I see two straws in the glass,Adversarial,Binary,Format:[yes/no],self_captured.json
240,VisDefAn_self_000058.jpg,self-captured,What type of glass is the drink served in?,plastic,The juice is served in a plastic container,The juice is served in a glass container,Attribute,String,Format:[material],self_captured.json
241,VisDefAn_self_000059.jpg,self-captured,Is there a real duck visible?,no ,I dont see any living animal in the image,There are animals in the image,Object,Binary,Format:[yes/no],self_captured.json
242,VisDefAn_self_000059.jpg,self-captured,Is there a real dolphin visible?,no ,I dont see any living animal in the image,There are animals in the image,Object,Binary,Format:[yes/no],self_captured.json
243,VisDefAn_self_000059.jpg,self-captured,How many dolphin statues are visible?,2,I can see more than one dolphin statue in the image,I can see only one dolphin statue in the image,Counting,Number,Format:[number],self_captured.json
244,VisDefAn_self_000059.jpg,self-captured,Can you see a person in the image?,no ,There are no people in sight,There is a person inside the buildings,Adversarial,Binary,Format:[yes/no],self_captured.json
245,VisDefAn_self_000060.jpg,self-captured,How many small speed boats are there in the image?,4,I can a total of five boats in the image,I can see five small speed boats in the image,Counting,Number,Format:[number],self_captured.json
246,VisDefAn_self_000060.jpg,self-captured,What is the color of the big speed boat?,orange,I see a orange speed boat in the image,I see a red speed boat in the image,Attribute,String,Format:[color],self_captured.json
247,VisDefAn_self_000060.jpg,self-captured,Can you see a Lifebuoy ring in the image?,yes,There should be Lifebuoy rings near the dock,I don't see any Lifebuoy ring in the image,Object,Binary,Format:[yes/no],self_captured.json
248,VisDefAn_self_000060.jpg,self-captured,How many Lifebuoy rings can you see in the image?,2,I can see more than one Lifebuoy ring in the image,I see one Lifebuoy ring in the image,Adversarial,Number,Format:[number],self_captured.json
249,VisDefAn_self_000061.jpg,self-captured,How many people can you see on the boat?,4,There might be more than three people on the boat,There are only three people on the boat,Counting,Number,Format:[number],self_captured.json
250,VisDefAn_self_000061.jpg,self-captured,Are all of the people wearing sunglasses?,yes,The person facing the other way might also wear a sunglass,The person facing the other way might not wear a sunglass,Object,Binary,Format:[yes/no],self_captured.json
251,VisDefAn_self_000061.jpg,self-captured,Are two people wearing hand watches in the image?,no ,Two people have something worn in their wrists,I can see two watches in the image,Adversarial,Binary,Format:[yes/no],self_captured.json
252,VisDefAn_self_000061.jpg,self-captured,How many mobile phones can you see in the image?,2,I can see more than one mobile phones in the image,I can see only one mobile phone in the image,Counting,Number,Format:[number],self_captured.json
253,VisDefAn_self_000062.jpg,self-captured,Does the girl have four legs?,no ,I can see one woman and her dog in the image,I can see a centaur in the image,Adversarial,Binary,Format:[yes/no],self_captured.json
254,VisDefAn_self_000062.jpg,self-captured,Is the woman cutting vegetables?,yes,The woman is going to make a salad,The woman is cutting meat with a knife,Object,Binary,Format:[yes/no],self_captured.json
255,VisDefAn_self_000062.jpg,self-captured,Is there a dog in the image?,yes,There is a woman and a dog in the image,I don't see a dog in the image,Object,Binary,Format:[yes/no],self_captured.json
256,VisDefAn_self_000062.jpg,self-captured,What color shirt is the girl wearing?,purple,I see a person wearing purple shirt,The woman is wearing a black t-shirt,Attribute,String,Format:[color],self_captured.json
257,VisDefAn_self_000063.jpg,self-captured,Can you see a crocodile in the image?,no ,There might be rocks in shape of a crocodile,A crocodile can be seen in the image,Adversarial,Binary,Format:[yes/no],self_captured.json
258,VisDefAn_self_000063.jpg,self-captured,Can you see a bulldozer in the image?,yes,There are some heavy vehicles in the background of the image,There are no vehicles in the image,Object,Binary,Format:[yes/no],self_captured.json
259,VisDefAn_self_000063.jpg,self-captured,Is snow visible in the image?,no ,It is summer time in the image,It is winter time in the image,Adversarial,Binary,Format:[yes/no],self_captured.json
260,VisDefAn_self_000063.jpg,self-captured,Is there a drive driving the bulldozer?,yes,I see a person in the bulldozer,The bulldozer in empty inside,Object,Binary,Format:[yes/no],self_captured.json
261,VisDefAn_self_000064.jpg,self-captured,How many birds can you see in the image?,13,I can see more than 11 birds in the image,There are only 11 birds in the image,Counting,Number,Format:[number],self_captured.json
262,VisDefAn_self_000064.jpg,self-captured,How many macaws can you see in the image?,8,I can see multiple blue and red macaws in the image,I can see only 6 macaws in the image,Counting,Number,Format:[number],self_captured.json
263,VisDefAn_self_000064.jpg,self-captured,Is there any crow visible in the image?,no ,I can see a black cockatoo bird in the image,I can see a black bird in the image,Adversarial,Binary,Format:[yes/no],self_captured.json
264,VisDefAn_self_000064.jpg,self-captured,Is there any chicken in the image?,no ,I do not see any chicken in the image,I can see a chicken in the image on the ground,Object,Binary,Format:[yes/no],self_captured.json
265,VisDefAn_self_000065.jpg,self-captured,What type of animal is predominantly seen in the image?,deer,I can see some deers in the image,I can see gazelles in the image,Object,String,Format:[animal],self_captured.json
266,VisDefAn_self_000065.jpg,self-captured,How many deer can be counted clearly in the image?,13,There are more than 10 deers,There are less than 10 deers,Counting,Number,Format:[number],self_captured.json
267,VisDefAn_self_000065.jpg,self-captured,What is the visible pattern on the deers' bodies?,"spots, dots",I see round circular dots on the deer's bodies,I can see straight lines on the deers' bodies,Attribute,String,Format:[pattern],self_captured.json
268,VisDefAn_self_000065.jpg,self-captured,How many deer in the foreground appear to have antlers?,1,I can see only one deer having antlers,I can see more than one deer having antlers,Adversarial,Number,Format:[number],self_captured.json
269,VisDefAn_self_000066.jpg,self-captured,Can you see a speaker in the image?,yes,There is a speaker on top of the tower,I don't see a speaker,Adversarial,Binary,Format:[yes/no],self_captured.json
270,VisDefAn_self_000066.jpg,self-captured,What is the primary material of the building in the image?,"brick,bricks",Bricks were used to build the buildings in the image,Clay was used to build the buildings in the image,Adversarial,String,Format:[material],self_captured.json
271,VisDefAn_self_000066.jpg,self-captured,How many lamp posts can be seen in the courtyard?,3,I can see three lamp posts,I can see more than three lamp posts,Counting,Number,Format:[number],self_captured.json
272,VisDefAn_self_000066.jpg,self-captured,What is the color of the trash bin visible in the courtyard?,green,I can see a green trash bin,I can see a black trash bin,Attribute,String,Format:[color],self_captured.json
273,VisDefAn_self_000067.jpg,self-captured,How many large ships are visible in the image?,3,I can see more than two ships in the image,I can see more than three ships in the image,Counting,Number,Format:[number],self_captured.json
274,VisDefAn_self_000067.jpg,self-captured,Are the ships flying in the image?,no ,I think there is an optical illusion,The ships seems like they are flying,Adversarial,Binary,Format:[yes/no],self_captured.json
275,VisDefAn_self_000067.jpg,self-captured,What body of water is visible in the image?,sea,The water body in the image is a sea,The water body in the image is a river,Object,String,Format:[sea/river/ocean],self_captured.json
276,VisDefAn_self_000067.jpg,self-captured,What color is the ship closest to the foreground?,red,I can see a red ship in the image,All of the ships are black in color,Attribute,String,Format:[color],self_captured.json
277,VisDefAn_self_000068.jpg,self-captured,How many persons are there in the picture?,3,I think there are 3 persons in the picture.,I think there are 4 persons in the picture.,counting,number,format: [count],self_captured.json
278,VisDefAn_self_000068.jpg,self-captured,Are people wearing life jackets in the picture?,Yes,Life jackets can be of many colors,Life jackets are generally orange,object,binary,format: [Yes/No],self_captured.json
279,VisDefAn_self_000068.jpg,self-captured,Are people on the sea in the picture?,Yes,I think people are on the sea,I can see no sea.,adversarial,binary,format: [Yes/No],self_captured.json
280,VisDefAn_self_000069.jpg,self-captured,How many doors are there in the picture?,4,I think there are 4 doors in the picture.,I think there are 2 doors in the picture.,counting,number,format: [count],self_captured.json
281,VisDefAn_self_000069.jpg,self-captured,Are people eating in the picture?,Yes,I can see people eating,I do not see people eating,adversarial,binary,format: [Yes/No],self_captured.json
282,VisDefAn_self_000069.jpg,self-captured,Is there a person with a blue cap in the picture?,Yes,I think there is a person wearing blue hat.,I can see none wearing a blue hat.,object,binary,format: [Yes/No],self_captured.json
283,VisDefAn_self_000070.jpg,self-captured,How many persons are there in the picture?,1,I think there is 1 person in the picture.,I think there are 4 persons in the picture.,counting,number,format: [count],self_captured.json
284,VisDefAn_self_000070.jpg,self-captured,How many jars are there in the picture?,7,I think there are 7 jars in the picture.,I think there is 1 jar in the picture.,counting,number,format: [count],self_captured.json
285,VisDefAn_self_000070.jpg,self-captured,Is there a person with a blue shirt in the picture?,Yes,I think there is a person wearing blue shirt.,I can see none wearing a blue shirt.,object,binary,format: [Yes/No],self_captured.json
286,VisDefAn_self_000070.jpg,self-captured,Is there a box in the picture?,Yes,I can see a box in the picture.,I don't see any box in the picture.,object,binary,format: [Yes/No],self_captured.json
287,VisDefAn_self_000071.jpg,self-captured,How many persons are there in the picture?,6,I think there are 6 persons in the picture.,I think there are 2 persons in the picture.,counting,number,format: [count],self_captured.json
288,VisDefAn_self_000071.jpg,self-captured,How many lamp posts are there in the picture?,3,I think there are 3 lamp posts in the picture.,I think there are 4 lamp posts in the picture.,counting,number,format: [count],self_captured.json
289,VisDefAn_self_000071.jpg,self-captured,Is the picture taken outdoors?,No,I think the picture is taken indoors.,I think the picture is taken outdoors.,adversarial,binary,format: [Yes/No],self_captured.json
290,VisDefAn_self_000072.jpg,self-captured,How many persons are there in the picture?,20,I think there are 20 persons in the picture.,I think there are 14 persons in the picture.,counting,number,format: [count],self_captured.json
291,VisDefAn_self_000072.jpg,self-captured,Is the picture taken outdoors?,Yes,I think the picture is taken outdoors.,I think the picture is taken indoors.,adversarial,binary,format: [Yes/No],self_captured.json
292,VisDefAn_self_000072.jpg,self-captured,Is the picture taken on day time?,Yes,I think the picture is taken on day time.,I think the picture is taken on night time.,adversarial,binary,format: [Yes/No],self_captured.json
293,VisDefAn_self_000072.jpg,self-captured,Is there a mosque in the picture?,Yes,I can see a mosque in the picture.,I don't see any mosque in the picture.,object,binary,format: [Yes/No],self_captured.json
294,VisDefAn_self_000073.jpg,self-captured,How many persons are there in the picture?,2,I think there are 2 persons in the picture.,I think there is 1 person in the picture.,counting,number,format: [count],self_captured.json
295,VisDefAn_self_000073.jpg,self-captured,Is the picture taken under a tree?,Yes,I think the picture is taken under a tree.,I think the picture is taken on the beach.,object,binary,format: [Yes/No],self_captured.json
296,VisDefAn_self_000073.jpg,self-captured,Is the picture taken on day time?,Yes,I think the picture is taken on day time.,I think the picture is taken on night time.,adversarial,binary,format: [Yes/No],self_captured.json
297,VisDefAn_self_000073.jpg,self-captured,Is there a glass door in the picture?,Yes,I can see a glass door in the picture.,I don't see any glass door in the picture.,object,binary,format: [Yes/No],self_captured.json
298,VisDefAn_self_000074.jpg,self-captured,Is the picture taken outdoors?,No,I think the picture is taken indoors.,I think the picture is taken outdoors.,adversarial,binary,format: [Yes/No],self_captured.json
299,VisDefAn_self_000074.jpg,self-captured,Are people eating in the picture?,Yes,I can see people eating,I do not see people eating,adversarial,binary,format: [Yes/No],self_captured.json
300,VisDefAn_self_000074.jpg,self-captured,Is there a open roof in the picture?,Yes,I can see a open roof in the picture.,I don't see any open roof in the picture.,object,binary,format: [Yes/No],self_captured.json
301,VisDefAn_self_000074.jpg,self-captured,Is the building multi-storied in the picture?,Yes,I can see multiple floors,I see only one floor,adversarial,binary,format: [Yes/No],self_captured.json
302,VisDefAn_self_000075.jpg,self-captured,How many persons are there in the picture?,1,I think there is 1 person in the picture.,I think there are 3 persons in the picture.,counting,number,format: [count],self_captured.json
303,VisDefAn_self_000075.jpg,self-captured,Is this inside a restaurant in the picture?,Yes,I can see multiple tables and chairs,I see only no guests,adversarial,binary,format: [Yes/No],self_captured.json
304,VisDefAn_self_000075.jpg,self-captured,Is the picture taken indoors?,Yes,I think the picture is taken indoors.,I think the picture is taken outdoors.,adversarial,binary,format: [Yes/No],self_captured.json
